date;hour;comed price;rto load forecast;comed load foecast;day 
20111219;18;39.545689;103007;13644;2
20111219;19;33.321581;102155;13596;2
20111219;20;32.421536;100410;13380;2
20111219;21;30.857473;96532;13034;2
20111219;22;29.043;90453;12484;2
20111219;23;25.32132;83694;11528;2
20111220;0;23.417602;79223;10595;3
20111220;1;21.649898;76817;10014;3
20111220;2;21.022353;75732;9671;3
20111220;3;20.208476;75763;9496;3
20111220;4;20.993144;77569;9502;3
20111220;5;21.87108;82801;9739;3
20111220;6;26.01118;92087;10502;3
20111220;7;33.452209;97553;11788;3
20111220;8;34.010016;97396;12416;3
20111220;9;32.591238;96232;12547;3
20111220;10;32.35927;95173;12588;3
20111220;11;30.85336;93865;12615;3
20111220;12;29.700616;92651;12562;3
20111220;13;29.483963;91955;12503;3
20111220;14;29.008016;91211;12490;3
20111220;15;28.862963;91353;12428;3
20111220;16;30.333085;94683;12506;3
20111220;17;46.046964;101771;13312;3
20111220;18;35.443442;103481;13920;3
20111220;19;33.860774;102604;13758;3
20111220;20;34.285415;100870;13472;3
20111220;21;30.514663;97066;13086;3
20111220;22;28.026551;90931;12460;3
20111220;23;24.015251;84207;11515;3
20111221;0;23.319546;77009;10535;4
20111221;1;21.156359;74257;9940;4
20111221;2;20.359605;72801;9586;4
20111221;3;19.302943;72521;9402;4
20111221;4;19.771208;73943;9373;4
20111221;5;20.978089;78797;9605;4
20111221;6;25.507259;87655;10336;4
20111221;7;31.3052;92960;11580;4
20111221;8;31.088167;93113;12247;4
20111221;9;30.768217;92438;12409;4
20111221;10;30.316495;91855;12500;4
20111221;11;29.412449;90865;12548;4
20111221;12;28.66488;89848;12496;4
20111221;13;28.3881;89252;12430;4
20111221;14;27.74341;88583;12434;4
20111221;15;27.913408;88511;12410;4
20111221;16;30.058451;91137;12522;4
20111221;17;34.862735;97239;13326;4
20111221;18;32.231741;98160;13913;4
20111221;19;32.144592;96940;13708;4
20111221;20;31.266414;95011;13407;4
20111221;21;29.118172;91225;13041;4
20111221;22;27.138566;85154;12455;4
20111221;23;23.860876;78428;11516;4
20111222;0;20.516317;71459;10268;5
20111222;1;18.760466;68821;9708;5
20111222;2;17.884935;67485;9395;5
20111222;3;17.778385;67288;9245;5
20111222;4;18.24493;68753;9227;5
20111222;5;19.898409;73581;9483;5
20111222;6;24.764368;82517;10224;5
20111222;7;28.85104;88025;11418;5
20111222;8;29.298162;88765;11998;5
20111222;9;29.018352;88623;12155;5
20111222;10;28.898892;88451;12218;5
20111222;11;28.430109;87913;12340;5
20111222;12;27.669917;87099;12233;5
20111222;13;27.55136;86626;12175;5
20111222;14;27.079083;86073;12154;5
20111222;15;27.060758;86050;12077;5
20111222;16;29.080834;88663;12137;5
20111222;17;44.136038;94817;12813;5
20111222;18;35.831453;95871;13415;5
20111222;19;32.045577;94850;13331;5
20111222;20;30.318165;93007;13077;5
20111222;21;28.702281;89358;12735;5
20111222;22;27.022166;83501;12189;5
20111222;23;22.866543;77154;11304;5
20111223;0;23.97931;69759;10277;6
20111223;1;22.31297;66795;9739;6
20111223;2;20.951778;65247;9398;6
20111223;3;20.798028;64603;9226;6
20111223;4;20.794069;64939;9165;6
20111223;5;22.980568;66467;9206;6
20111223;6;24.058042;69411;9431;6
20111223;7;27.621025;72713;9817;6
20111223;8;28.355642;75649;9938;6
20111223;9;28.321689;77812;10181;6
20111223;10;28.557452;78748;10365;6
20111223;11;28.041722;78942;10456;6
20111223;12;26.902988;78906;10498;6
20111223;13;26.589698;78600;10514;6
20111223;14;26.261605;78239;10480;6
20111223;15;27.103395;78943;10477;6
20111223;16;28.468794;82497;10648;6
20111223;17;41.488532;89897;11539;6
20111223;18;34.296162;91802;12324;6
20111223;19;32.834041;91622;12441;6
20111223;20;31.594701;90475;12347;6
20111223;21;30.255251;87654;12134;6
20111223;22;27.498612;83087;11736;6
20111223;23;22.380153;77865;11046;6
20111224;0;23.672842;79934;10729;7
20111224;1;22.643175;76747;10043;7
20111224;2;21.746278;75018;9634;7
20111224;3;21.748639;74459;9400;7
20111224;4;22.175654;75278;9307;7
20111224;5;22.798225;77918;9417;7
20111224;6;24.181004;82024;9723;7
20111224;7;26.024868;86004;10247;7
20111224;8;28.851398;88472;10587;7
20111224;9;28.393387;89541;10810;7
20111224;10;27.902547;89513;11057;7
20111224;11;26.348931;88133;11146;7
20111224;12;25.075744;85849;11074;7
20111224;13;24.764391;83895;10952;7
20111224;14;24.685996;82503;10876;7
20111224;15;25.014902;82062;10808;7
20111224;16;25.758104;84592;10890;7
20111224;17;35.570669;90752;11644;7
20111224;18;31.775239;90602;12217;7
20111224;19;28.186641;88510;11944;7
20111224;20;25.878215;87367;11695;7
20111224;21;25.006553;86077;11501;7
20111224;22;25.147101;83732;11303;7
20111224;23;22.51041;79861;10908;7
20111225;0;21.320041;79008;10617;1
20111225;1;18.275698;76053;10086;1
20111225;2;17.243734;74402;9717;1
20111225;3;16.197414;73777;9498;1
20111225;4;15.895538;74069;9382;1
20111225;5;17.180004;75561;9381;1
20111225;6;18.129489;78060;9524;1
20111225;7;19.627311;80814;9785;1
20111225;8;20.698494;83127;9864;1
20111225;9;21.475066;84456;10012;1
20111225;10;23.060496;84370;10162;1
20111225;11;23.108982;83638;10246;1
20111225;12;22.41894;82362;10317;1
20111225;13;22.317548;80649;10287;1
20111225;14;21.710555;79183;10194;1
20111225;15;21.317305;78678;10136;1
20111225;16;22.367058;80580;10221;1
20111225;17;24.886169;86300;10898;1
20111225;18;25.939066;88623;11486;1
20111225;19;26.864413;88573;11487;1
20111225;20;26.443826;88363;11449;1
20111225;21;25.886817;86895;11341;1
20111225;22;24.020777;84118;11126;1
20111225;23;21.945774;79945;10672;1
20111226;0;19.912856;76147;10032;2
20111226;1;18.307021;73691;9511;2
20111226;2;16.967639;72455;9205;2
20111226;3;16.890513;72218;9046;2
20111226;4;17.336933;72767;8978;2
20111226;5;18.202383;74471;9043;2
20111226;6;19.040445;77176;9245;2
20111226;7;20.95272;80016;9534;2
20111226;8;21.945945;82222;9573;2
20111226;9;23.093435;83038;9771;2
20111226;10;23.54772;82351;9918;2
20111226;11;22.132644;81332;9977;2
20111226;12;21.586488;80410;9979;2
20111226;13;21.4687;79262;9929;2
20111226;14;21.649023;78383;9854;2
20111226;15;21.722923;78558;9789;2
20111226;16;23.716286;81801;9916;2
20111226;17;41.930034;89321;10767;2
20111226;18;37.876712;92222;11464;2
20111226;19;34.168064;92612;11482;2
20111226;20;31.226533;92606;11432;2
20111226;21;24.801047;90441;11319;2
20111226;22;22.843934;86430;10999;2
20111226;23;20.42578;81575;10362;2
20111227;0;20.680537;78013;9950;3
20111227;1;19.776333;75784;9437;3
20111227;2;18.680589;74713;9116;3
20111227;3;17.688805;74831;8967;3
20111227;4;18.742457;76534;8967;3
20111227;5;19.788586;81186;9187;3
20111227;6;22.377207;89585;9906;3
20111227;7;34.41537;94566;11035;3
20111227;8;34.976257;94787;11680;3
20111227;9;32.545615;94119;11915;3
20111227;10;32.37363;93481;12069;3
20111227;11;29.928675;92489;12238;3
20111227;12;28.366382;91270;12208;3
20111227;13;27.444361;90485;12181;3
20111227;14;27.321046;89768;12206;3
20111227;15;27.262456;89710;12182;3
20111227;16;27.583827;92772;12291;3
20111227;17;45.544716;99712;13129;3
20111227;18;40.812513;101016;13779;3
20111227;19;35.403637;99955;13630;3
20111227;20;34.466065;98266;13407;3
20111227;21;30.177924;94716;13090;3
20111227;22;28.009352;88777;12532;3
20111227;23;24.502222;82397;11646;3
20111228;0;23.948833;78664;10951;4
20111228;1;22.848519;76081;10354;4
20111228;2;22.373988;75000;10039;4
20111228;3;22.541708;75086;9863;4
20111228;4;22.32834;76891;9867;4
20111228;5;24.340271;82174;10147;4
20111228;6;29.621987;91444;10942;4
20111228;7;35.425467;97651;12237;4
20111228;8;40.614155;98331;12821;4
20111228;9;39.558444;97965;12920;4
20111228;10;39.148296;97628;12893;4
20111228;11;34.712088;96867;12872;4
20111228;12;30.48423;96035;12762;4
20111228;13;29.464485;95597;12648;4
20111228;14;29.316761;94988;12591;4
20111228;15;29.07937;95415;12509;4
20111228;16;30.408253;99119;12598;4
20111228;17;49.399676;106926;13467;4
20111228;18;47.273641;109385;14152;4
20111228;19;37.71102;108568;14036;4
20111228;20;37.034774;107317;13826;4
20111228;21;31.356147;104116;13512;4
20111228;22;28.55178;98330;12936;4
20111228;23;23.35731;91763;11978;4
20111229;0;23.220491;85287;10713;5
20111229;1;21.444102;83086;10094;5
20111229;2;19.887089;82161;9724;5
20111229;3;19.56206;82551;9550;5
20111229;4;19.635638;84632;9502;5
20111229;5;22.170884;89987;9736;5
20111229;6;27.590224;99105;10440;5
20111229;7;37.266049;104071;11590;5
20111229;8;37.546696;102989;12160;5
20111229;9;35.321011;100606;12258;5
20111229;10;35.3329;98382;12253;5
20111229;11;30.94928;96112;12246;5
20111229;12;28.481487;93986;12155;5
20111229;13;27.774477;92598;12120;5
20111229;14;27.492958;91189;12014;5
20111229;15;27.637162;90830;11934;5
20111229;16;28.67452;93711;11994;5
20111229;17;42.321811;100813;12672;5
20111229;18;42.195757;103391;13184;5
20111229;19;38.012701;103043;13060;5
20111229;20;32.829691;102056;12857;5
20111229;21;29.973697;98999;12619;5
20111229;22;26.372747;93452;12125;5
20111229;23;23.920999;87085;11272;5
20111230;0;23.097471;80148;10285;6
20111230;1;21.841863;77647;9712;6
20111230;2;19.387039;76560;9376;6
20111230;3;18.416466;76517;9205;6
20111230;4;19.058576;78191;9158;6
20111230;5;20.482061;83047;9387;6
20111230;6;23.612398;91497;10057;6
20111230;7;28.00825;96583;11189;6
20111230;8;29.33581;96433;11731;6
20111230;9;30.180833;94902;11885;6
20111230;10;30.125795;93431;12012;6
20111230;11;28.797211;91490;12038;6
20111230;12;27.563564;89626;11982;6
20111230;13;26.545677;88426;11881;6
20111230;14;26.381666;87154;11851;6
20111230;15;25.84917;86669;11722;6
20111230;16;27.451402;88844;11743;6
20111230;17;33.41289;94664;12426;6
20111230;18;31.980478;95774;13020;6
20111230;19;30.302468;94287;12911;6
20111230;20;29.080388;92801;12648;6
20111230;21;27.096813;90117;12325;6
20111230;22;25.235759;85577;11930;6
20111230;23;22.888806;79812;11183;6
20111231;0;20.737969;74370;10364;7
20111231;1;18.360567;71416;9749;7
20111231;2;15.511167;69874;9396;7
20111231;3;15.327078;69299;9178;7
20111231;4;15.948435;69710;9098;7
20111231;5;17.589103;71575;9172;7
20111231;6;19.708593;74855;9490;7
20111231;7;21.115476;78501;9988;7
20111231;8;22.904305;81541;10263;7
20111231;9;23.974312;83341;10549;7
20111231;10;24.672276;83621;10721;7
20111231;11;24.676777;82689;10769;7
20111231;12;23.672999;81210;10683;7
20111231;13;22.601714;79624;10544;7
20111231;14;22.01292;78373;10360;7
20111231;15;21.366085;78262;10245;7
20111231;16;22.265811;80847;10316;7
20111231;17;25.227385;87270;11015;7
20111231;18;26.862131;88987;11551;7
20111231;19;25.964315;88494;11533;7
20111231;20;24.869172;87572;11376;7
20111231;21;24.202772;85564;11209;7
20111231;22;22.349262;81924;10849;7
20111231;23;20.067038;77267;10304;7
20120101;0;21.121265;71767;9629;1
20120101;1;17.97941;69093;9095;1
20120101;2;16.389973;67828;8752;1
20120101;3;15.94049;67456;8594;1
20120101;4;15.437196;67933;8495;1
20120101;5;17.188741;69475;8540;1
20120101;6;19.594831;71997;8704;1
20120101;7;20.770358;74840;9008;1
20120101;8;21.403949;77215;9157;1
20120101;9;23.091607;78306;9486;1
20120101;10;23.247411;78065;9747;1
20120101;11;23.609336;77411;9918;1
20120101;12;23.233495;76803;10036;1
20120101;13;22.389418;76046;10096;1
20120101;14;21.745259;75386;10142;1
20120101;15;21.375697;75824;10224;1
20120101;16;22.73735;79123;10426;1
20120101;17;25.744801;86694;11265;1
20120101;18;27.871902;88986;11986;1
20120101;19;27.882595;89136;12009;1
20120101;20;27.359712;88613;11913;1
20120101;21;26.109356;86165;11750;1
20120101;22;24.956407;82029;11385;1
20120101;23;23.163758;77044;10740;1
20120102;0;23.132548;75088;10669;2
20120102;1;20.58565;72366;10126;2
20120102;2;19.145597;71064;9771;2
20120102;3;18.979247;70757;9603;2
20120102;4;19.544417;71372;9521;2
20120102;5;21.20725;73012;9568;2
20120102;6;24.044174;75945;9767;2
20120102;7;24.888483;79435;10083;2
20120102;8;25.519478;82461;10201;2
20120102;9;26.271268;84582;10480;2
20120102;10;27.19866;85356;10713;2
20120102;11;27.264649;85343;10839;2
20120102;12;26.95712;85171;10903;2
20120102;13;26.724974;84754;10917;2
20120102;14;25.968471;84383;10926;2
20120102;15;26.287045;85194;10996;2
20120102;16;26.510681;88979;11196;2
20120102;17;36.485984;97438;12248;2
20120102;18;44.071662;100318;13235;2
20120102;19;41.071046;100027;13267;2
20120102;20;39.809121;99372;13166;2
20120102;21;34.104116;97018;12998;2
20120102;22;31.582524;92810;12610;2
20120102;23;28.892041;87787;11939;2
20120103;0;24.955131;85602;11533;3
20120103;1;23.760017;83317;11020;3
20120103;2;23.425562;82444;10701;3
20120103;3;23.739252;82766;10558;3
20120103;4;24.052234;84836;10598;3
20120103;5;25.693248;89958;10821;3
20120103;6;29.18713;98347;11558;3
20120103;7;30.849937;103987;12675;3
20120103;8;33.458152;104854;13213;3
20120103;9;34.261932;105026;13303;3
20120103;10;32.733489;104890;13310;3
20120103;11;30.568832;104285;13301;3
20120103;12;28.656658;103258;13196;3
20120103;13;28.519701;102665;13059;3
20120103;14;28.241266;102096;13009;3
20120103;15;28.008001;102384;12918;3
20120103;16;28.380698;106098;12946;3
20120103;17;40.994119;114173;13562;3
20120103;18;44.321702;116929;14261;3
20120103;19;39.974101;116233;14233;3
20120103;20;34.779334;114594;14026;3
20120103;21;30.980189;111444;13718;3
20120103;22;27.510866;105727;13140;3
20120103;23;25.525879;99631;12261;3
20120104;0;23.33589;94173;11282;4
20120104;1;21.560799;91916;10671;4
20120104;2;21.105382;91053;10311;4
20120104;3;20.546716;91260;10111;4
20120104;4;20.975096;93221;10082;4
20120104;5;23.843144;98235;10311;4
20120104;6;29.176424;106149;10967;4
20120104;7;50.040571;110718;12019;4
20120104;8;35.923887;109919;12584;4
20120104;9;33.640877;107519;12686;4
20120104;10;31.106387;105132;12723;4
20120104;11;28.695469;102514;12719;4
20120104;12;28.180288;99982;12622;4
20120104;13;26.907041;98146;12502;4
20120104;14;26.622033;96616;12455;4
20120104;15;26.084473;96194;12406;4
20120104;16;25.969006;99075;12466;4
20120104;17;31.465605;106566;13120;4
20120104;18;33.07342;109518;13740;4
20120104;19;31.797094;108827;13589;4
20120104;20;31.401334;107616;13400;4
20120104;21;29.236639;104650;13165;4
20120104;22;28.069587;99216;12662;4
20120104;23;25.657601;92828;11798;4
20120105;0;26.006096;88357;10856;5
20120105;1;24.984006;86114;10241;5
20120105;2;24.289097;85056;9899;5
20120105;3;23.381327;85242;9727;5
20120105;4;24.177631;87094;9689;5
20120105;5;26.624383;91934;9930;5
20120105;6;32.731262;100057;10620;5
20120105;7;41.070111;104673;11697;5
20120105;8;33.644388;103748;12212;5
20120105;9;30.504117;101421;12265;5
20120105;10;29.804709;99187;12251;5
20120105;11;29.371202;96873;12236;5
20120105;12;28.715694;94576;12142;5
20120105;13;28.217172;92973;12051;5
20120105;14;27.535696;91382;11989;5
20120105;15;27.356086;90795;11890;5
20120105;16;27.761006;92921;11926;5
20120105;17;36.060662;99278;12569;5
20120105;18;32.772911;102656;13119;5
20120105;19;30.843194;102419;13056;5
20120105;20;30.26162;101456;12883;5
20120105;21;28.761505;98596;12654;5
20120105;22;26.770033;93434;12168;5
20120105;23;24.489251;87560;11329;5
20120106;0;25.252368;85892;10307;6
20120106;1;23.853191;83352;9708;6
20120106;2;22.85336;82298;9364;6
20120106;3;22.501928;82316;9178;6
20120106;4;22.834853;84100;9122;6
20120106;5;24.974647;88880;9349;6
20120106;6;29.258226;96717;9975;6
20120106;7;31.579445;101492;10974;6
20120106;8;30.415282;101257;11485;6
20120106;9;30.176664;99437;11655;6
20120106;10;29.690567;97482;11773;6
20120106;11;29.583426;95024;11806;6
20120106;12;28.740327;92629;11751;6
20120106;13;28.358455;90943;11651;6
20120106;14;27.932673;89264;11583;6
20120106;15;27.205137;88481;11460;6
20120106;16;28.161215;90303;11467;6
20120106;17;34.933461;96287;12112;6
20120106;18;31.91231;97825;12652;6
20120106;19;30.086667;96514;12524;6
20120106;20;29.648488;95240;12298;6
20120106;21;28.120059;92832;12013;6
20120106;22;26.803418;88607;11642;6
20120106;23;25.274975;83018;10960;6
20120107;0;21.118126;78616;10168;7
20120107;1;20.069205;75924;9572;7
20120107;2;19.382472;74583;9210;7
20120107;3;19.862939;74211;8990;7
20120107;4;20.10834;74899;8909;7
20120107;5;21.128558;76937;8966;7
20120107;6;22.078799;80048;9258;7
20120107;7;22.074629;83503;9704;7
20120107;8;25.167133;86112;9957;7
20120107;9;26.610489;87034;10167;7
20120107;10;26.753932;86630;10371;7
20120107;11;26.360226;85063;10439;7
20120107;12;25.425875;83181;10420;7
20120107;13;24.917982;81368;10327;7
20120107;14;24.279373;79909;10177;7
20120107;15;24.191299;79566;10077;7
20120107;16;25.24866;81942;10173;7
20120107;17;29.990347;88558;10936;7
20120107;18;29.825438;90787;11600;7
20120107;19;27.594449;90450;11608;7
20120107;20;26.601875;89820;11473;7
20120107;21;25.772864;87975;11330;7
20120107;22;24.831577;84635;11041;7
20120107;23;23.721714;80208;10525;7
20120108;0;23.587211;76235;10049;1
20120108;1;22.594243;73771;9504;1
20120108;2;21.660321;72553;9175;1
20120108;3;21.555152;72304;8986;1
20120108;4;22.340225;72950;8885;1
20120108;5;23.233788;74486;8900;1
20120108;6;24.050391;76819;9042;1
20120108;7;23.514498;79772;9272;1
20120108;8;24.801406;82170;9325;1
20120108;9;25.956747;83235;9509;1
20120108;10;26.100746;82770;9681;1
20120108;11;26.353478;81861;9768;1
20120108;12;26.047699;81009;9824;1
20120108;13;25.461771;79953;9848;1
20120108;14;25.018115;79045;9849;1
20120108;15;25.209766;79241;9850;1
20120108;16;25.881321;82466;10031;1
20120108;17;32.011154;90452;10847;1
20120108;18;31.565499;93437;11597;1
20120108;19;30.348995;93776;11652;1
20120108;20;29.632555;93535;11590;1
20120108;21;28.506641;91290;11439;1
20120108;22;25.961096;87299;11106;1
20120108;23;25.075712;82547;10494;1
20120109;0;24.443761;79192;9959;2
20120109;1;24.300468;77406;9521;2
20120109;2;23.446688;76732;9290;2
20120109;3;23.415067;77339;9219;2
20120109;4;24.023483;79560;9253;2
20120109;5;25.859708;84984;9569;2
20120109;6;30.878347;93711;10342;2
20120109;7;34.126053;99335;11535;2
20120109;8;32.087069;99608;12145;2
20120109;9;31.830304;98450;12227;2
20120109;10;31.914003;97101;12206;2
20120109;11;30.896503;95425;12184;2
20120109;12;30.270605;93700;12121;2
20120109;13;29.576566;92487;12027;2
20120109;14;28.930599;91278;11978;2
20120109;15;28.69944;90913;11893;2
20120109;16;29.037246;93718;11933;2
20120109;17;40.330603;101321;12588;2
20120109;18;35.446169;103537;13179;2
20120109;19;32.176515;102669;13107;2
20120109;20;31.537445;101176;12941;2
20120109;21;30.196962;97913;12696;2
20120109;22;27.898961;92366;12162;2
20120109;23;25.245778;86093;11248;2
20120110;0;25.89609;83073;10479;3
20120110;1;24.892556;80843;9909;3
20120110;2;24.3553;79900;9581;3
20120110;3;24.305254;80135;9395;3
20120110;4;24.710518;82150;9383;3
20120110;5;26.959502;87532;9627;3
20120110;6;33.915064;96423;10327;3
20120110;7;37.518411;101451;11441;3
20120110;8;33.176305;100578;11957;3
20120110;9;31.166521;98564;12024;3
20120110;10;31.004584;96763;12028;3
20120110;11;29.777177;94815;12008;3
20120110;12;29.435038;92969;11945;3
20120110;13;28.838043;91801;11943;3
20120110;14;28.239258;90530;11853;3
20120110;15;27.919609;90007;11786;3
20120110;16;28.227594;92260;11851;3
20120110;17;37.560362;98939;12504;3
20120110;18;34.486587;101897;13082;3
20120110;19;32.882155;101406;12981;3
20120110;20;32.09837;100117;12815;3
20120110;21;29.803628;97018;12582;3
20120110;22;28.321913;91467;12050;3
20120110;23;26.696904;85246;11180;3
20120111;0;22.280394;82475;10358;4
20120111;1;21.893452;80121;9765;4
20120111;2;21.036184;79115;9427;4
20120111;3;20.709054;79270;9231;4
20120111;4;21.118066;81179;9195;4
20120111;5;24.317594;86439;9424;4
20120111;6;34.067285;95193;10095;4
20120111;7;38.182904;100305;11180;4
20120111;8;34.203163;99865;11740;4
20120111;9;31.850375;98362;11816;4
20120111;10;31.823223;97072;11841;4
20120111;11;30.60205;95616;11869;4
20120111;12;29.724943;94159;11824;4
20120111;13;29.122272;93177;11771;4
20120111;14;28.453919;92253;11774;4
20120111;15;28.148448;91993;11722;4
20120111;16;29.391226;94339;11776;4
20120111;17;40.737623;100605;12422;4
20120111;18;36.683842;102616;13003;4
20120111;19;33.937484;101416;12861;4
20120111;20;30.761992;99563;12668;4
20120111;21;28.30425;96065;12413;4
20120111;22;26.358026;90404;11898;4
20120111;23;24.241038;83977;11040;4
20120112;0;24.759225;79186;10235;5
20120112;1;24.138292;76390;9685;5
20120112;2;23.008123;74902;9386;5
20120112;3;22.925024;74642;9265;5
20120112;4;22.909584;76140;9265;5
20120112;5;24.795075;80933;9530;5
20120112;6;28.592664;89410;10216;5
20120112;7;31.074134;94875;11285;5
20120112;8;30.649542;95519;11872;5
20120112;9;30.934048;95472;12051;5
20120112;10;30.8433;95371;12169;5
20120112;11;30.219034;94727;12294;5
20120112;12;29.41677;93826;12314;5
20120112;13;28.855747;93157;12327;5
20120112;14;28.569607;92395;12357;5
20120112;15;28.196561;92168;12333;5
20120112;16;28.96001;94510;12466;5
20120112;17;38.443365;100535;13251;5
20120112;18;36.365117;102218;13911;5
20120112;19;34.023154;101063;13761;5
20120112;20;32.664518;99458;13591;5
20120112;21;30.426094;96041;13343;5
20120112;22;28.439959;90377;12897;5
20120112;23;26.909368;84309;12081;5
20120113;0;26.151535;80088;11315;6
20120113;1;25.065162;77473;10770;6
20120113;2;24.935747;76293;10452;6
20120113;3;25.114597;76298;10283;6
20120113;4;25.536416;77934;10249;6
20120113;5;27.280887;83042;10523;6
20120113;6;33.268042;91723;11239;6
20120113;7;43.603497;97897;12387;6
20120113;8;41.158437;99233;12956;6
20120113;9;40.240525;99726;13060;6
20120113;10;42.207613;99956;13124;6
20120113;11;37.372608;99297;13115;6
20120113;12;34.831405;98418;13026;6
20120113;13;33.461734;97797;12900;6
20120113;14;32.346784;97063;12868;6
20120113;15;32.229093;96650;12726;6
20120113;16;35.768759;99146;12760;6
20120113;17;57.081196;105070;13414;6
20120113;18;51.316114;106915;14060;6
20120113;19;43.750309;105945;14048;6
20120113;20;42.694915;104704;13821;6
20120113;21;38.593202;102114;13511;6
20120113;22;33.367805;97916;13158;6
20120113;23;30.45237;92608;12433;6
20120114;0;29.237703;89796;11900;7
20120114;1;27.928189;87255;11339;7
20120114;2;27.761976;85953;10963;7
20120114;3;27.669078;85645;10759;7
20120114;4;27.620103;86428;10674;7
20120114;5;28.74147;88639;10750;7
20120114;6;31.47394;92015;10980;7
20120114;7;38.016265;95611;11383;7
20120114;8;40.801583;98279;11607;7
20120114;9;42.023924;99113;11818;7
20120114;10;37.44103;98429;11955;7
20120114;11;32.924684;96621;11937;7
20120114;12;30.532664;94496;11829;7
20120114;13;29.409377;92487;11634;7
20120114;14;29.072394;90754;11370;7
20120114;15;28.53187;90485;11210;7
20120114;16;30.3324;93033;11204;7
20120114;17;45.777442;99830;11727;7
20120114;18;42.61337;102728;12499;7
20120114;19;41.354612;102650;12659;7
20120114;20;40.139976;102088;12611;7
20120114;21;35.32669;100391;12551;7
20120114;22;30.692669;96910;12212;7
20120114;23;28.462573;92696;11725;7
20120115;0;28.342437;90218;11073;1
20120115;1;27.018782;88155;10593;1
20120115;2;26.255127;87131;10272;1
20120115;3;25.501213;87050;10075;1
20120115;4;25.599286;87676;9973;1
20120115;5;25.836328;89421;10004;1
20120115;6;26.439436;91901;10135;1
20120115;7;29.504269;94789;10281;1
20120115;8;30.387642;96649;10307;1
20120115;9;30.724462;96803;10456;1
20120115;10;28.115371;95497;10568;1
20120115;11;27.125769;93731;10566;1
20120115;12;27.288369;92229;10573;1
20120115;13;26.774213;90687;10497;1
20120115;14;25.887098;89275;10407;1
20120115;15;25.286611;89136;10310;1
20120115;16;26.075949;91931;10368;1
20120115;17;31.700936;99298;10798;1
20120115;18;32.748345;103502;11507;1
20120115;19;32.384055;104518;11840;1
20120115;20;31.496062;104369;11957;1
20120115;21;29.344192;101926;11826;1
20120115;22;27.775432;97904;11510;1
20120115;23;26.675174;93364;10953;1
20120116;0;23.760941;90873;10364;2
20120116;1;21.882917;89351;9916;2
20120116;2;21.153299;89043;9681;2
20120116;3;20.414596;89805;9573;2
20120116;4;21.215072;92061;9571;2
20120116;5;23.255494;97864;9842;2
20120116;6;26.018161;106985;10572;2
20120116;7;34.195828;112324;11723;2
20120116;8;34.652348;111402;12331;2
20120116;9;32.574961;108696;12421;2
20120116;10;30.612874;106205;12459;2
20120116;11;29.858158;103516;12493;2
20120116;12;28.668622;101101;12460;2
20120116;13;27.405615;99433;12364;2
20120116;14;27.148635;97831;12333;2
20120116;15;26.978642;97097;12224;2
20120116;16;27.817725;99230;12239;2
20120116;17;31.057711;105323;12658;2
20120116;18;33.347239;108022;13192;2
20120116;19;32.529285;107308;13116;2
20120116;20;30.918943;105544;12992;2
20120116;21;28.665968;101531;12729;2
20120116;22;26.781016;95494;12188;2
20120116;23;25.333041;88889;11289;2
20120117;0;24.549496;84478;10454;3
20120117;1;24.040795;81784;9899;3
20120117;2;23.6783;80349;9578;3
20120117;3;23.294708;80136;9420;3
20120117;4;23.186883;81669;9392;3
20120117;5;24.469101;86539;9651;3
20120117;6;29.577136;95404;10377;3
20120117;7;33.192107;100858;11576;3
20120117;8;32.256971;100951;12284;3
20120117;9;31.619982;100027;12417;3
20120117;10;31.024897;99382;12538;3
20120117;11;29.751944;98208;12609;3
20120117;12;28.819983;97004;12596;3
20120117;13;27.964613;96287;12598;3
20120117;14;27.044998;95393;12626;3
20120117;15;26.65263;95149;12564;3
20120117;16;27.381281;97203;12648;3
20120117;17;32.709889;102371;13254;3
20120117;18;33.357572;104041;13930;3
20120117;19;31.48666;102895;13868;3
20120117;20;30.051193;100929;13676;3
20120117;21;28.424194;97050;13385;3
20120117;22;26.402015;91121;12858;3
20120117;23;25.641483;84853;12015;3
20120118;0;23.985742;80833;11248;4
20120118;1;22.659817;78319;10734;4
20120118;2;22.490889;77259;10476;4
20120118;3;22.575203;77357;10335;4
20120118;4;23.219044;79208;10375;4
20120118;5;24.795751;84698;10677;4
20120118;6;30.429353;94095;11437;4
20120118;7;37.279052;100511;12680;4
20120118;8;32.345967;101299;13205;4
20120118;9;31.804746;101195;13247;4
20120118;10;32.106674;101229;13220;4
20120118;11;31.235218;100683;13197;4
20120118;12;29.766772;99925;13084;4
20120118;13;28.556539;99447;12938;4
20120118;14;28.166529;98719;12857;4
20120118;15;27.424235;98767;12710;4
20120118;16;29.031272;101455;12681;4
20120118;17;35.225376;108173;13201;4
20120118;18;37.063719;111034;13899;4
20120118;19;33.298512;110555;13922;4
20120118;20;34.863654;109531;13837;4
20120118;21;31.615872;106270;13585;4
20120118;22;28.642867;100582;13034;4
20120118;23;26.545694;94535;12151;4
20120119;0;26.35616;91088;11238;5
20120119;1;25.174431;88863;10702;5
20120119;2;24.57884;87961;10393;5
20120119;3;24.265181;88286;10272;5
20120119;4;24.150169;90445;10304;5
20120119;5;27.562887;95874;10560;5
20120119;6;34.753788;104991;11299;5
20120119;7;49.689369;110354;12530;5
20120119;8;37.711244;109658;13230;5
